Maarintalo;
Water;
DateTime;m3
6.10.2015 10:00:00:000;0,26
6.10.2015 11:00:00:000;0,35
6.10.2015 12:00:00:000;0,45
6.10.2015 13:00:00:000;0,53
6.10.2015 14:00:00:000;0,63
6.10.2015 15:00:00:000;0,52
6.10.2015 16:00:00:000;0,47
6.10.2015 17:00:00:000;0,51
6.10.2015 18:00:00:000;0,31
6.10.2015 19:00:00:000;0,32
6.10.2015 20:00:00:000;0,25
6.10.2015 21:00:00:000;0,17
6.10.2015 22:00:00:000;0,08
6.10.2015 23:00:00:000;0,06
7.10.2015 00:00:00:000;0,06
7.10.2015 01:00:00:000;0,05
7.10.2015 02:00:00:000;0,06
7.10.2015 03:00:00:000;0,02
7.10.2015 04:00:00:000;0,03
7.10.2015 05:00:00:000;0,02
7.10.2015 06:00:00:000;0,04
7.10.2015 07:00:00:000;0,12
7.10.2015 08:00:00:000;0,13
7.10.2015 09:00:00:000;0,2
7.10.2015 10:00:00:000;0,36
7.10.2015 11:00:00:000;0,42
7.10.2015 12:00:00:000;0,45
7.10.2015 13:00:00:000;0,4
7.10.2015 14:00:00:000;0,38
7.10.2015 15:00:00:000;0,35
7.10.2015 16:00:00:000;0,39
7.10.2015 17:00:00:000;0,27
7.10.2015 18:00:00:000;0,41
7.10.2015 19:00:00:000;0,35
7.10.2015 20:00:00:000;0,18
7.10.2015 21:00:00:000;0,2
7.10.2015 22:00:00:000;0,05
7.10.2015 23:00:00:000;0,09
8.10.2015 00:00:00:000;0,06
8.10.2015 01:00:00:000;0,06
8.10.2015 02:00:00:000;0,04
8.10.2015 03:00:00:000;0,08
8.10.2015 04:00:00:000;0,03
8.10.2015 05:00:00:000;0,02
8.10.2015 06:00:00:000;0,04
8.10.2015 07:00:00:000;0,12
8.10.2015 08:00:00:000;0,12
8.10.2015 09:00:00:000;0,13
8.10.2015 10:00:00:000;0,23
8.10.2015 11:00:00:000;0,26
8.10.2015 12:00:00:000;0,3
