Maarintalo,;
Heating;
DateTime;kW
26.9.2015 14:00:00:000;50,29
26.9.2015 15:00:00:000;52,15
26.9.2015 16:00:00:000;54,81
26.9.2015 17:00:00:000;52,08
26.9.2015 18:00:00:000;49,72
26.9.2015 19:00:00:000;51,79
26.9.2015 20:00:00:000;48,94
26.9.2015 21:00:00:000;48,42
26.9.2015 22:00:00:000;50,59
26.9.2015 23:00:00:000;45,78
27.9.2015 00:00:00:000;42,75
27.9.2015 01:00:00:000;41,51
27.9.2015 02:00:00:000;40,22
27.9.2015 03:00:00:000;39,63
27.9.2015 04:00:00:000;38,74
27.9.2015 05:00:00:000;38,37
27.9.2015 06:00:00:000;38,18
27.9.2015 07:00:00:000;37,18
27.9.2015 08:00:00:000;38,59
27.9.2015 09:00:00:000;41,63
27.9.2015 10:00:00:000;40,53
27.9.2015 11:00:00:000;44,77
27.9.2015 12:00:00:000;47,17
27.9.2015 13:00:00:000;47,6
27.9.2015 14:00:00:000;50,14
27.9.2015 15:00:00:000;50,42
27.9.2015 16:00:00:000;52,87
27.9.2015 17:00:00:000;51,17
27.9.2015 18:00:00:000;50,72
27.9.2015 19:00:00:000;53,32
27.9.2015 20:00:00:000;52,71
27.9.2015 21:00:00:000;49,96
27.9.2015 22:00:00:000;49,48
27.9.2015 23:00:00:000;47,88
28.9.2015 00:00:00:000;46,4
28.9.2015 01:00:00:000;43,97
28.9.2015 02:00:00:000;43,62
28.9.2015 03:00:00:000;43,05
28.9.2015 04:00:00:000;42,92
28.9.2015 05:00:00:000;42,2
28.9.2015 06:00:00:000;50,73
28.9.2015 07:00:00:000;61,15
28.9.2015 08:00:00:000;68,32
28.9.2015 09:00:00:000;69,57
28.9.2015 10:00:00:000;72,49
28.9.2015 11:00:00:000;74,44
28.9.2015 12:00:00:000;76,73
28.9.2015 13:00:00:000;80,26
28.9.2015 14:00:00:000;80,99
28.9.2015 15:00:00:000;79,38
28.9.2015 16:00:00:000;77,55
28.9.2015 17:00:00:000;72,27
28.9.2015 18:00:00:000;63,91
28.9.2015 19:00:00:000;57,53
28.9.2015 20:00:00:000;49,64
28.9.2015 21:00:00:000;48,64
28.9.2015 22:00:00:000;51,18
28.9.2015 23:00:00:000;46,77
29.9.2015 00:00:00:000;44,91
29.9.2015 01:00:00:000;42,54
29.9.2015 02:00:00:000;41,01
29.9.2015 03:00:00:000;38,6
29.9.2015 04:00:00:000;38,3
29.9.2015 05:00:00:000;37,84
29.9.2015 06:00:00:000;40,77
29.9.2015 07:00:00:000;54,25
29.9.2015 08:00:00:000;62,16
29.9.2015 09:00:00:000;67,32
29.9.2015 10:00:00:000;70,38
29.9.2015 11:00:00:000;72,67
29.9.2015 12:00:00:000;73,86
29.9.2015 13:00:00:000;78,9
29.9.2015 14:00:00:000;79,22
29.9.2015 15:00:00:000;78,37
29.9.2015 16:00:00:000;77,62
29.9.2015 17:00:00:000;70,79
29.9.2015 18:00:00:000;54,53
29.9.2015 19:00:00:000;54,03
29.9.2015 20:00:00:000;53,31
29.9.2015 21:00:00:000;49,91
29.9.2015 22:00:00:000;50,36
29.9.2015 23:00:00:000;46,34
30.9.2015 00:00:00:000;44,58
30.9.2015 01:00:00:000;43,06
30.9.2015 02:00:00:000;43,24
30.9.2015 03:00:00:000;43,64
30.9.2015 04:00:00:000;43,63
30.9.2015 05:00:00:000;39,3
30.9.2015 06:00:00:000;44,32
30.9.2015 07:00:00:000;56,33
30.9.2015 08:00:00:000;66,35
30.9.2015 09:00:00:000;68,43
30.9.2015 10:00:00:000;74,67
30.9.2015 11:00:00:000;75,51
30.9.2015 12:00:00:000;77,1
30.9.2015 13:00:00:000;79,41
30.9.2015 14:00:00:000;78,38
30.9.2015 15:00:00:000;77,14
30.9.2015 16:00:00:000;75,43
30.9.2015 17:00:00:000;67,41
30.9.2015 18:00:00:000;55,19
30.9.2015 19:00:00:000;50,77
30.9.2015 20:00:00:000;50,53
30.9.2015 21:00:00:000;47,21
30.9.2015 22:00:00:000;48,16
30.9.2015 23:00:00:000;46,55
